"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"717","38036","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Sín Thầu","Xã","516.42","6058","12","Ủy Ban Nhân Dân Xã Sín Thầu","Bản Xã Sín Thầu, Xã Sín Thầu, Tỉnh Điện Biên","21.3385","103.0652","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20S%C3%ADn%20Th%E1%BA%A7u%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Sín Thầu","Bản Xã Sín Thầu, Xã Sín Thầu, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20S%C3%ADn%20Th%E1%BA%A7u%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"718","38037","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Sính Phình","Xã","174.53","15815","91","Ủy Ban Nhân Dân Xã Sính Phình","Bản Xã Sính Phình, Xã Sính Phình, Tỉnh Điện Biên","21.3836","102.95","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20S%C3%ADnh%20Ph%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Sính Phình","Bản Xã Sính Phình, Xã Sính Phình, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20S%C3%ADnh%20Ph%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"719","38038","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Thanh An","Xã","57.23","20686","361","Ủy Ban Nhân Dân Xã Thanh An","Bản Xã Thanh An, Xã Thanh An, Tỉnh Điện Biên","21.4286","103.0666","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Thanh%20An%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Thanh An","Bản Xã Thanh An, Xã Thanh An, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Thanh%20An%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"720","38039","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Thanh Nưa","Xã","176.97","29397","166","Ủy Ban Nhân Dân Xã Thanh Nưa","Bản Xã Thanh Nưa, Xã Thanh Nưa, Tỉnh Điện Biên","21.3155","103.0105","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Thanh%20N%C6%B0a%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Thanh Nưa","Bản Xã Thanh Nưa, Xã Thanh Nưa, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Thanh%20N%C6%B0a%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"721","38040","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Thanh Yên","Xã","130.1","15697","121","Ủy Ban Nhân Dân Xã Thanh Yên","Bản Xã Thanh Yên, Xã Thanh Yên, Tỉnh Điện Biên","21.438","102.9751","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Thanh%20Y%C3%AAn%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Thanh Yên","Bản Xã Thanh Yên, Xã Thanh Yên, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Thanh%20Y%C3%AAn%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"722","38041","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Tìa Dình","Xã","166.76","7292","44","Ủy Ban Nhân Dân Xã Tìa Dình","Bản Xã Tìa Dình, Xã Tìa Dình, Tỉnh Điện Biên","21.3709","103.085","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%C3%ACa%20D%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Tìa Dình","Bản Xã Tìa Dình, Xã Tìa Dình, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%C3%ACa%20D%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"723","38042","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Tủa Chùa","Xã","108.33","17817","164","Ủy Ban Nhân Dân Xã Tủa Chùa","Bản Xã Tủa Chùa, Xã Tủa Chùa, Tỉnh Điện Biên","21.3459","102.9574","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%E1%BB%A7a%20Ch%C3%B9a%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Tủa Chùa","Bản Xã Tủa Chùa, Xã Tủa Chùa, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%E1%BB%A7a%20Ch%C3%B9a%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"724","38043","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Tủa Thàng","Xã","150.92","8944","59","Ủy Ban Nhân Dân Xã Tủa Thàng","Bản Xã Tủa Thàng, Xã Tủa Thàng, Tỉnh Điện Biên","21.4515","103.0354","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20T%E1%BB%A7a%20Th%C3%A0ng%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Tủa Thàng","Bản Xã Tủa Thàng, Xã Tủa Thàng, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20T%E1%BB%A7a%20Th%C3%A0ng%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"725","38044","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Tuần Giáo","Xã","108.49","24303","224","Ủy Ban Nhân Dân Xã Tuần Giáo","Bản Xã Tuần Giáo, Xã Tuần Giáo, Tỉnh Điện Biên","21.3198","103.0493","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Tu%E1%BA%A7n%20Gi%C3%A1o%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Tuần Giáo","Bản Xã Tuần Giáo, Xã Tuần Giáo, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Tu%E1%BA%A7n%20Gi%C3%A1o%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"726","38045","Tỉnh Điện Biên","Khu vực Tỉnh Điện Biên","Xã Xa Dung","Xã","215.5","15722","73","Ủy Ban Nhân Dân Xã Xa Dung","Bản Xã Xa Dung, Xã Xa Dung, Tỉnh Điện Biên","21.4083","102.9492","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Xa%20Dung%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","Công An Xã Xa Dung","Bản Xã Xa Dung, Xã Xa Dung, Tỉnh Điện Biên","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Xa%20Dung%2C%20T%E1%BB%89nh%20%C4%90i%E1%BB%87n%20Bi%C3%AAn","https://dien-bien.gov.vn","Cổng TTĐT Tỉnh Điện Biên & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"727","39001","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Phường Đoàn Kết","Phường","134.31","25403","189","Ủy Ban Nhân Dân Phường Đoàn Kết","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Đoàn Kết, Tỉnh Lai Châu","22.4199","103.4667","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20%C4%90o%C3%A0n%20K%E1%BA%BFt%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Phường Đoàn Kết","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Đoàn Kết, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20%C4%90o%C3%A0n%20K%E1%BA%BFt%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"728","39002","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Phường Tân Phong","Phường","106.76","36456","341","Ủy Ban Nhân Dân Phường Tân Phong","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Tân Phong, Tỉnh Lai Châu","22.3765","103.485","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20T%C3%A2n%20Phong%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Phường Tân Phong","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Tân Phong, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20T%C3%A2n%20Phong%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"729","39003","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Bản Bo","Xã","100.82","9496","94","Ủy Ban Nhân Dân Xã Bản Bo","Bản Xã Bản Bo, Xã Bản Bo, Tỉnh Lai Châu","22.399","103.4371","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%E1%BA%A3n%20Bo%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Bản Bo","Bản Xã Bản Bo, Xã Bản Bo, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%E1%BA%A3n%20Bo%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"730","39004","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Bình Lư","Xã","173.91","18606","107","Ủy Ban Nhân Dân Xã Bình Lư","Bản Xã Bình Lư, Xã Bình Lư, Tỉnh Lai Châu","22.4159","103.4921","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20B%C3%ACnh%20L%C6%B0%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Bình Lư","Bản Xã Bình Lư, Xã Bình Lư, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20B%C3%ACnh%20L%C6%B0%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"731","39005","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Bum Nưa","Xã","315.12","7147","23","Ủy Ban Nhân Dân Xã Bum Nưa","Bản Xã Bum Nưa, Xã Bum Nưa, Tỉnh Lai Châu","22.3629","103.4608","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Bum%20N%C6%B0a%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Bum Nưa","Bản Xã Bum Nưa, Xã Bum Nưa, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Bum%20N%C6%B0a%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"732","39006","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Bum Tở","Xã","384.07","11711","30","Ủy Ban Nhân Dân Xã Bum Tở","Bản Xã Bum Tở, Xã Bum Tở, Tỉnh Lai Châu","22.4266","103.4475","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Bum%20T%E1%BB%9F%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Bum Tở","Bản Xã Bum Tở, Xã Bum Tở, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Bum%20T%E1%BB%9F%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"733","39007","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Dào San","Xã","137.29","16123","117","Ủy Ban Nhân Dân Xã Dào San","Bản Xã Dào San, Xã Dào San, Tỉnh Lai Châu","22.3867","103.5029","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20D%C3%A0o%20San%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Dào San","Bản Xã Dào San, Xã Dào San, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20D%C3%A0o%20San%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"734","39008","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Hồng Thu","Xã","177.99","13368","75","Ủy Ban Nhân Dân Xã Hồng Thu","Bản Xã Hồng Thu, Xã Hồng Thu, Tỉnh Lai Châu","22.3784","103.4321","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20H%E1%BB%93ng%20Thu%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Hồng Thu","Bản Xã Hồng Thu, Xã Hồng Thu, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20H%E1%BB%93ng%20Thu%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"735","39009","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Hua Bum","Xã","355.72","5697","16","Ủy Ban Nhân Dân Xã Hua Bum","Bản Xã Hua Bum, Xã Hua Bum, Tỉnh Lai Châu","22.4344","103.4806","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Hua%20Bum%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Hua Bum","Bản Xã Hua Bum, Xã Hua Bum, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Hua%20Bum%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"736","39010","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Khoen On","Xã","189.78","10677","56","Ủy Ban Nhân Dân Xã Khoen On","Bản Xã Khoen On, Xã Khoen On, Tỉnh Lai Châu","22.3577","103.4827","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Khoen%20On%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Khoen On","Bản Xã Khoen On, Xã Khoen On, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Khoen%20On%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"737","39011","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Khổng Lào","Xã","188.12","16924","90","Ủy Ban Nhân Dân Xã Khổng Lào","Bản Xã Khổng Lào, Xã Khổng Lào, Tỉnh Lai Châu","22.4147","103.4276","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Kh%E1%BB%95ng%20L%C3%A0o%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Khổng Lào","Bản Xã Khổng Lào, Xã Khổng Lào, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Kh%E1%BB%95ng%20L%C3%A0o%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"738","39012","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Khun Há","Xã","149.35","9148","61","Ủy Ban Nhân Dân Xã Khun Há","Bản Xã Khun Há, Xã Khun Há, Tỉnh Lai Châu","22.4097","103.5091","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Khun%20H%C3%A1%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Khun Há","Bản Xã Khun Há, Xã Khun Há, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Khun%20H%C3%A1%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"739","39013","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Lê Lợi","Xã","288.36","9110","32","Ủy Ban Nhân Dân Xã Lê Lợi","Bản Xã Lê Lợi, Xã Lê Lợi, Tỉnh Lai Châu","22.3569","103.4438","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20L%C3%AA%20L%E1%BB%A3i%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Lê Lợi","Bản Xã Lê Lợi, Xã Lê Lợi, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20L%C3%AA%20L%E1%BB%A3i%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"740","39014","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Mù Cả","Xã","384.04","3299","9","Ủy Ban Nhân Dân Xã Mù Cả","Bản Xã Mù Cả, Xã Mù Cả, Tỉnh Lai Châu","22.4421","103.4566","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20M%C3%B9%20C%E1%BA%A3%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Mù Cả","Bản Xã Mù Cả, Xã Mù Cả, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20M%C3%B9%20C%E1%BA%A3%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"741","39015","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Mường Khoa","Xã","168.82","12529","74","Ủy Ban Nhân Dân Xã Mường Khoa","Bản Xã Mường Khoa, Xã Mường Khoa, Tỉnh Lai Châu","22.3688","103.5059","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20Khoa%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Mường Khoa","Bản Xã Mường Khoa, Xã Mường Khoa, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20Khoa%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"742","39016","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Mường Kim","Xã","316.32","20385","64","Ủy Ban Nhân Dân Xã Mường Kim","Bản Xã Mường Kim, Xã Mường Kim, Tỉnh Lai Châu","22.3901","103.4181","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20Kim%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Mường Kim","Bản Xã Mường Kim, Xã Mường Kim, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20Kim%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"743","39017","Tỉnh Lai Châu","Khu vực Tỉnh Lai Châu","Xã Mường Mô","Xã","395.16","7335","19","Ủy Ban Nhân Dân Xã Mường Mô","Bản Xã Mường Mô, Xã Mường Mô, Tỉnh Lai Châu","22.4347","103.4989","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20M%C3%B4%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","Công An Xã Mường Mô","Bản Xã Mường Mô, Xã Mường Mô, Tỉnh Lai Châu","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20M%C6%B0%E1%BB%9Dng%20M%C3%B4%2C%20T%E1%BB%89nh%20Lai%20Ch%C3%A2u","https://lai-chau.gov.vn","Cổng TTĐT Tỉnh Lai Châu & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
